std_accX_end,mean_accX_end,median_accX_end,max_angleX_diff
0.236482029,0.172654724,0.095176697,2.897868211
0.412125599,0.189059836,0.149154663,67.83774205
0,2.083019018,2.083019018,0
0.127847326,0.065654254,0.031364441,84.96906808
0.37852748,0.010527589,0.006462097,81.14595064
0.193855684,-0.306544978,-0.229598999,24.08779622
0.200249068,0.017012363,-0.010559082,85.71502145
0.179103193,-0.015087128,-0.017463684,89.81895261
0.715400024,2.959233335,2.825158119,6.828980806
0.232329406,0.180410966,0.139434814,88.81123004
0.226543675,0.005959901,-0.035110474,88.56451051
0.34355104,2.940753434,2.959323645,9.236374654
0.21811471,-0.246872965,-0.243331909,89.24063407
0.338095686,-0.436419469,-0.512527466,88.36952739
0.356937554,-0.680226424,-0.831039429,69.26193826
0.22111217,0.127898639,0.133743286,88.46681957
0.147736655,0.118913763,0.137832642,85.67858021
0.268929591,0.009066726,0.008987427,89.91158502
0.236467712,-0.442173473,-0.473937988,77.67266523
0.225425184,0.063362897,0.04221344,81.73251049
2.144494662,-1.443888738,-1.514694214,18.40781506
0.103001135,-0.018002576,-0.001068115,41.36392007
0.434414868,-0.018959532,0.142318726,85.23145073
0.267152608,-0.095930012,0.010566711,88.79263125
0.099341771,0.328437987,0.364120483,12.21024682
0.380205444,0.346918562,0.290603638,86.2669561
0.254187589,-0.012897686,0.01965332,84.67778143
0.312672904,0.118773939,0.040161133,82.29466591
0.191342442,0.0768137,0.103286743,83.40724474
0.689054993,-1.816976764,-1.838000059,26.33740378
2.069270393,-0.644961527,-1.301999986,46.91574322
3.159153541,0.687444826,1.102529883,36.62511357
3.482249572,3.042159779,3.912125587,48.90289961
0,0.157424927,0.157424927,0
0,-1.549636841,-1.549636841,0
0.345467248,0.58066532,0.689598083,89.88895923
0.361105467,0.244519115,0.152008057,89.66120726
0.265299513,0.187361199,0.187774658,73.27532593
0.269050558,-0.028383925,-0.033317566,89.9759976
0.195996609,-0.038649547,-0.017578125,87.97808539
0.062734726,0.063960358,0.067337036,79.72449347
0.575080261,0.170615384,0.305999994,45
0,-0.611999989,-0.611999989,0
0,-0.91900003,-0.91900003,0
0.225209086,0.076431912,0.100494385,89.69768427
0.368474297,-1.354923102,-1.302000046,7.899498657
0.857117413,0.478549993,0.458999991,85.62263627
0,-1.684999943,-1.684999943,0
0.294576005,-2.441708351,-2.375,5.491601832
2.458934833,-0.057775507,-0.305999994,80.98354848
1.96189539,6.940624612,6.731503487,11.63764278
4.947148716,4.015807146,3.935470581,89.80039349
0.350744008,-0.77490652,-0.867385864,48.5972695
3.580678322,3.101180485,2.434310913,89.8396882
0.504501311,-0.392286397,0.047058105,44.24611089
1.595008705,6.116776686,6.288970947,46.01037249
0.390229876,0.046734829,-0.134086609,86.17079622
0.275242581,-0.145841822,-0.209861755,81.12079635
0.513906041,-0.524214914,-0.766647339,74.52839642
0.297452868,-0.052089288,0.00428009,88.36019657
0,-0.598568678,-0.598568678,0
0.040618459,-0.983365338,-0.983261108,4.298847601
0,-1.007958889,-1.007958889,0
2.383378287,3.963565194,2.911000013,23.09973947
1.704279766,6.937672685,7.624694824,9.687088621
0.774982785,0.110147738,0.302474976,49.34611209
0,8.548171997,8.548171997,0
3.978996991,1.110776944,0.762557983,70.00697065
0.146550043,-0.08562658,-0.125091553,89.66391095
0,-1.209579468,-1.209579468,0
0.121335082,-0.009941189,-4.58E-05,75.20152937
0.271881934,0.087553583,0.003601074,84.24347089
0.360168052,0.169033635,0.195983887,89.34491388
0.22174875,-0.042936098,-0.025604248,89.64120305
0.854454125,-9.069886641,-8.815444946,0.442845741
0,-8.315063477,-8.315063477,0
0.524402165,-0.366035214,-0.623016357,89.75838206
1.406168785,-0.553009071,-0.399843901,37.75399949
0.088862413,-0.00181178,0.002632141,14.42397414
4.098070639,0.059854578,-0.16998291,82.64608572
0.025701445,0.251949342,0.254058838,21.39889467
0.287089389,-0.031718343,-0.109596252,89.68483624
4.300135156,4.506817148,2.753326416,52.85035999
0.262996086,1.090389476,0.998855591,4.763991327
2.238249132,3.540425164,4.280830383,56.41115207
0,-0.990753174,-0.990753174,0
2.069792877,-0.896096559,-1.359085083,34.32556172
0.298625786,-0.033848815,-0.107452393,76.06214238
4.628432798,5.106419439,7.153874874,38.2091717
0.096470572,-0.018480671,-0.01751709,32.517516
1.874123599,-2.392346087,-2.992843509,52.38973832
0.404232315,-3.444969686,-3.433288574,3.696051314
0.909757344,3.741339207,3.112462282,9.143012513
0.201173501,0.033881319,-0.049301147,89.52656945
0.187371563,-0.065051693,-0.080627441,85.20807204
4.246886737,-4.639471098,-3.290504456,78.51770468
0.203051407,-0.015169573,0.035171509,88.6069602
0.200839975,-0.0230175,-0.019874573,88.63066627
0.227808061,0.171937688,0.24471283,75.87998695
3.243398191,-0.982304675,0.229232788,39.12822902
2.20325072,0.131196594,0.223167419,55.61733729
0.160997709,-0.05587981,-0.016647339,89.94984734
0.226363706,0.007026888,-0.019065857,89.6373388
0.217402846,-0.057649038,-0.079025269,88.99393032
0.066134605,0.404710179,0.394515991,17.02466861
0,-0.02154541,-0.02154541,0
0.008678157,0.035881616,0.037284851,1.444617131
0,-3.924216509,-3.924216509,0
0.263117849,-0.020957448,0.015792847,64.26920995
0.172152023,-0.02425282,-0.056869507,87.82299635
4.572756871,2.616258297,0.098165266,7.37126181
0.93899389,0.610740662,0.841636658,29.73955902
1.298318242,0.291878836,-0.531143188,19.60768344
1.79642655,0.676262575,0.303451538,35.34173011
0.426180419,-0.610501184,-0.84034729,62.46586263
0.43828155,-0.664593109,-0.848770142,79.30249542
0.406203324,0.184975187,-0.019500732,41.679192
0.097791364,-0.90051225,-0.885437012,4.761587791
0.025638722,0.150041695,0.156402588,6.595322922
0.224063458,-0.105058652,0.00227356,19.00457279
2.732630705,1.376160317,0.221359253,45.98493617
1.03041824,-0.188570518,0.157608032,24.12856947
0.346667342,-0.521552733,-0.66859436,43.95225916
0.547995396,0.475454976,0.851043701,42.64575631
0.153873471,-0.626005888,-0.663459778,10.8062691
0.183700301,0.212819781,0.228866577,89.84799438
0.243606915,0.07781332,0.086875916,82.60574594
0.229329543,0.052364464,0.112060547,84.63363833
0.240400941,0.091222421,0.01461792,70.01596538
0.039680513,-0.961352126,-0.958526611,2.177113886
0.306108632,0.044867678,0.072143555,89.13451597
0,2.724601507,2.724601507,0
2.350181364,-0.54230104,-0.950454712,88.04288764
2.825690384,0.882361242,0.170837402,70.21190162
4.727105762,2.347482412,1.07739079,68.93983789
0.208500001,0.022174429,0.026977539,81.85835094
0.275096671,-0.248125029,-0.354034424,89.4533426
0.272742622,-0.101125352,-0.094749451,89.83852018
0.05353594,0.015702503,0.010498047,18.16501
0.359683653,0.602619906,0.690185547,36.03246034
0.31038503,-0.009073714,-0.032302856,66.81002389
0.227922167,-0.017612061,-0.063537598,89.62393083
0,-0.021011353,-0.021011353,0
0,9.537887573,9.537887573,0
3.003224732,2.237064571,1.225143433,55.47233622
1.85739977,3.701215676,3.241749048,21.78974829
5.166067176,0.957548512,-0.799687803,79.84509289
4.679798442,1.872139728,3.452438831,39.31458523
1.853502827,0.656123928,0.474051923,39.88785387
0,1.690306425,1.690306425,0
5.397286566,-2.119340613,-2.33913517,87.48403879
0.3780693,0.148351147,0.013320923,87.40887389
0.251191176,0.068922471,0.05266571,87.22114736
0.187270629,-0.088694075,-0.0730896,89.44574095
3.671307763,-0.254204985,-1.795651317,83.74490125
6.512860077,1.092741828,2.205059767,82.13181421
0,-0.132878199,-0.132878199,0
0,0.032321721,0.032321721,0
0,0.875080705,0.875080705,0
0.298734322,0.050355184,-0.011169434,83.4350273
2.277225747,2.694713472,1.963245392,33.39214719
0,5.54018259,5.54018259,0
0.531512737,1.766920805,1.766920805,2.9014597
7.237953089,1.122813535,-0.526724398,88.52082618
1.773196065,-0.140290025,-0.02873042,68.34210961
2.742853584,3.406209,4.702212334,81.2702247
0.211885906,0.135717371,0.162948608,86.64003665
0.439480805,-0.580133237,-0.742980957,86.23776368
3.839738523,-1.460888888,-1.402999997,88.47134033
0,2.45600009,2.45600009,0
0.327919243,-0.316608694,-0.336532593,79.49740186
0.227125083,0.088933098,0.071304321,88.18495649
0.998526407,0.992311665,1.38230896,27.01362748
0,2.135627985,2.135627985,0
0.336986747,0.101215528,0.008285522,89.96449604
0.647696608,-0.247519416,-0.157150269,34.79366606
0.151682389,0.141010631,0.09753418,34.19322132
0.208052825,0.237231945,0.294830322,89.12988327
0.536532929,3.226303161,3.136499882,11.23273687
0,4.965576172,4.965576172,0
2.377036443,1.459892983,1.18991828,69.82376074
5.730266614,-1.516805448,0.384269714,87.05250795
4.066439141,-8.041460673,-9.471458435,83.8845201
1.673276217,1.456038975,1.182735682,89.85104228
0.557530608,1.67775574,1.651999116,44.60163889
0,9.619902611,9.619902611,0
4.776979315,4.768898364,5.880159378,70.60900734
0.20451643,-0.030327608,0.004272461,89.63268366
0,-2.161956787,-2.161956787,0
2.498046875,-2.230514526,-2.230514526,28.34564099
1.85203413,-0.499694959,0.076004028,49.68111987
0.027807133,0.226078033,0.223258972,6.209054075
0,8.473338127,8.473338127,0
0,3.174713135,3.174713135,0
0,1.383850098,1.383850098,0
0.215313636,0.005911665,-0.076965332,87.59543597
0.033550564,0.676804392,0.674194336,0.845639761
0,2.56658411,2.56658411,0
0,0,0,0
2.589889445,-0.095961619,0.04189853,83.54673234
0,0.20470424,0.20470424,0
0,-0.165199921,-0.165199921,0
0.198249476,0.149174183,0.169677734,89.72426036
6.856366262,-2.428665354,-3.463318527,71.56800425
0.263689508,0.20962425,0.081703186,82.19522254
0.547598278,-0.070089901,-0.090919495,89.8886871
0.578532127,3.264094989,3.131615877,4.756672928
0.366273357,0.048981333,0.032104492,88.78126563
0.459703424,-0.56424898,-0.908676147,37.84606176
0.168960386,0.001707837,0.029464722,89.98138719
0.494240927,-0.296503306,-0.175949097,85.12994013
3.515906672,6.843600039,8.837267876,63.41646203
0.349216481,0.031905659,0.003433228,88.02906384
0,-9.274999619,-9.274999619,0
0.372497765,0.268020405,0.192268372,87.73534516
0.263674418,0.081604106,0.032363892,77.8182658
4.842620104,-0.330787979,1.048692346,48.02912781
0,0,0,0
0.578777565,1.607307394,1.594538331,2.966975124
0.385437545,0.223116485,0.000274658,89.38648566
0.393777825,0.17939953,0.083572388,89.68744079
0.422968144,-0.614178595,-0.763717651,55.06075254
0,-7.063000202,-7.063000202,0
0,-6.326000214,-6.326000214,0
0.240019504,-0.205490769,-0.297393799,84.12335683
3.527543764,0.212480007,0.261999995,87.24681249
0.172889617,0.070325474,0.071716309,82.94655074
0,0,0,0
0,4.026000023,4.026000023,0
2.834889981,-0.225566875,-0.05027977,44.37804058
0.159523416,-0.048273859,0.007629395,78.89870354
0.203349507,-0.050729297,-0.013092041,89.10720215
0,0,0,0
0.280645217,0.109172759,0.034645081,89.48651013
0,0,0,0
0.381809499,-0.428829921,-0.521743774,89.64176003
0.195935811,0.041757326,0.0650177,88.18500583
0,0,0,0
0.17039694,0.147723706,0.129486084,87.9043977
0.500481181,0.304168096,0.379699707,85.26780727
0.196078686,-0.087135662,-0.120826721,81.39979189
0.398312626,0.217248734,0.127120972,80.82328431
0,0.538711846,0.538711846,0
2.926953058,0.814902455,0.286705643,78.77859706
1.656357405,0.46628045,0.984046936,42.72164245
0.333995088,0.370416331,0.421142578,85.05433737
0.057460845,-0.660799682,-0.660799682,0.085338782
0.234168093,0.010121967,-0.016448975,88.1155427
0.484106675,-0.076162585,-0.023757935,88.31451675
3.03822245,5.22131287,4.57531929,14.84017673
4.551320634,5.827498632,6.338842392,74.03867911
3.161051541,0.385342331,0.325611442,89.91345322
0.196685866,-0.035965187,-0.057403564,88.5640792
2.582606905,-1.559761917,-0.751999974,46.57474881
4.150685176,1.357154773,2.463708758,81.15987484
0.192717212,-0.087057198,-0.030410767,81.14323705
0.250615628,-0.060657652,-0.086120605,89.75770377
3.820686674,3.205356039,2.73545897,86.570398
0.294986823,0.050611128,0.068138123,85.13002902
2.844218068,7.59661453,9.064723969,31.60444538
0.448761918,-0.27908885,-0.180183411,71.1006327
0.129500002,-0.210500002,-0.210500002,0
0.197562548,0.060630968,0.000106812,88.37833289
0.29818265,0.122467152,-0.009490967,82.36968985
0,-0.050827026,-0.050827026,0
0.307208227,-0.076338572,-0.06212616,88.33111263
0,-19.61330032,-19.61330032,1.600627133
5.151833434,-2.321178505,-0.960673422,70.96278534
1.028585856,2.201801716,1.946545422,11.2025868
0,-0.308861464,-0.308861464,0
0,1.204320192,1.204320192,0
0.448475724,0.168133236,0.25592804,77.83188256
0,-0.086502075,-0.086502075,0
0.172553693,-0.139721141,-0.061294556,58.86062998
1.361307661,-1.157906071,-0.978233337,87.5292857
0,-5.885000229,-5.885000229,0
2.077300798,4.906280878,4.362235546,51.99823493
0.337231333,0.174418247,0.012062073,79.76569729
6.674256844,1.228942871,0.413658142,54.16741637
0,-2.710319042,-2.710319042,0
0.31502459,0.191550442,0.105064392,86.39687388
4.160040514,-0.101981954,-0.588973999,68.70230861
0,0,0,0
3.701757404,0.689325694,-0.081402861,43.4379533
0.02865657,-0.385626221,-0.382606506,3.232366603
0,0,0,0
0,0,0,0
0.149991494,0.014206689,-0.000778198,88.4768772
0,0.067230225,0.067230225,0
0.810383399,-0.235479736,-0.546951294,76.3617522
0.391598247,0.099838327,-0.007369995,89.1666044
0.35140262,-0.024502923,-0.133659363,80.5933261
3.818829237,4.498571991,4.947617769,81.83588436
2.985156635,2.235390742,0.978061259,59.61372523
0.40982466,-4.371664103,-4.39109993,5.913679615
0.131641919,-0.004495934,0.03477478,58.97125999
1.949808535,1.543584823,0.89064306,40.99347807
0,-2.353500366,-2.353500366,0
0.874296312,1.626381236,1.775300562,7.850300222
0,2.75820446,2.75820446,0
2.971061236,-1.868702028,-0.966278076,89.77833996
0,-0.345962137,-0.345962137,0
4.109966998,-0.225837667,0.732027173,39.44863295
3.323664518,-0.071562216,1.987248063,54.77388628
0.28587042,0.355528231,0.362861633,83.35202687
2.56893602,0.5703695,0.076614454,49.90762165
0.794574741,6.391321421,6.203376532,1.720952017
0.500893661,-0.582201182,-0.945022583,7.596400962
0.586566662,0.500725226,0.613838196,85.20794464
0.715262072,6.390098011,6.335057735,6.995103228
0.344976245,0.056614467,0.021759033,64.1959971
0.03562013,0.030986023,0.028358459,8.129091817
0.284189908,-0.02751193,0.039199829,82.32513744
1.848749902,0.408312922,0.782539368,55.38985858
3.063413872,-1.156235799,0.272583008,44.5370993
2.343505759,1.546207025,1.24671936,84.34534712
0.238785918,0.165559273,0.135910034,89.90291731
0.277849948,-0.145969889,-0.12940979,89.95840319
3.753993987,1.942672973,1.513135433,84.32270994
6.607105588,1.739706676,-1.12291491,72.30279584
2.96825311,3.155220606,2.863465309,31.18812044
0.268996409,0.155246751,0.100143433,89.73260084
6.627863806,-1.294066,-0.821211159,60.27727208
1.444467804,6.007430102,6.198588371,7.676704624
6.61578051,0.6744998,2.157175779,89.97618618
0.303361597,0.111466471,0.009262085,67.83762587
5.172343468,3.743788165,4.545530796,79.32459272
0.230813984,-0.95931563,-0.967224121,41.80504252
1.362629797,3.298774611,2.633621931,15.31043252
0.426562839,-0.518037386,-0.755874634,24.75763769
0.117365059,0.132223075,0.037628174,5.12267231
0.257007457,-0.040385754,0.0209198,39.76216543
3.487011164,2.300547994,1.161187828,89.13222654
0.145553212,-0.95124575,-0.922637939,10.0654892
0.380852831,-0.516700878,-0.355712891,49.02216385
0.49598254,-1.596234639,-1.75592041,7.503691764
0.035535797,0.300547282,0.281097412,2.523375463
0.252745534,-0.041891892,-0.024665833,88.66456076
0.338273176,4.567538202,4.625597477,3.609192401
4.916244953,2.726436646,0.994821191,83.11577342
0.350425882,6.209362086,6.272808552,3.24227033
0.077215664,1.004430597,0.99256897,0.08145948
0,-0.129290834,-0.129290834,0
0.294488762,-0.454887108,-0.374130249,67.0991256
4.181829632,5.61955971,6.526593685,84.23946655
0.186392849,-0.144403698,-0.128860474,87.44108345
0.151916172,-9.562895079,-9.550476074,0.436205389
0,-9.536102295,-9.536102295,0
0.429525106,-9.698114014,-9.646240234,0.603391507
0.589278528,8.256956834,8.175003052,2.009114251
0.225694073,-0.198240153,-0.262435913,80.19818386
0.466869448,0.010788551,-0.076400757,89.90777962
3.861365571,1.06471328,2.185972929,58.45073625
0,0.058639526,0.058639526,0
