IncomingTrackId,std_accX_end,mean_accX_end,median_accX_end,max_angleX_diff
3370367,0.201450623,0.174770367,0.222122192,48.61578548
3370643,0.191948988,-0.026306428,0.002006531,85.93559158
3370875,0.157459738,0.013838693,0.006484985,87.09927489
3370965,0,0.114,0.114,0
3371026,0,-0.948135376,-0.948135376,0
3371122,0.620375699,0.391697326,0.584541321,87.69565293
3371181,0,1.88230896,1.88230896,0
3371510,0,-2.422698975,-2.422698975,0
3372189,1.272665077,2.052656174,2.489051819,43.34035862
3372533,0.207055763,0.047743782,-0.00604248,62.85593774
3373198,0,1.299416304,1.299416304,0
3373696,0.269927973,-0.088238963,-0.025985718,89.72531109
3373747,0,1.11390686,1.11390686,0
3373847,1.565485052,-5.184402238,-5.01512146,8.894178596
3373997,0.275833342,-0.043690557,-0.013504028,89.5910309
3374030,0,0.01436521,0.01436521,0
3374149,0,0,0,0
3374262,0.328728448,-8.811969286,-8.801354408,2.625391648
3374351,0,5.077072144,5.077072144,0
3374516,0.469568478,-0.092524001,0.092788696,59.11978392
3374522,0.104361483,0.50648605,0.513259888,15.93259604
3374642,0.19153204,0.174050693,0.290039063,77.56674445
3375286,0,-1.769369125,-1.769369125,0
3375287,0.227070564,-1.03360002,-1.110000014,13.59559241
3375378,0.32096514,0.245332868,0.292694092,75.2753618
3375597,2.708264268,0.612255368,0.057462595,81.1354635
3375863,0.449965118,-0.03892874,-0.222457886,72.43617599
3375914,1.300800633,-0.284111942,-0.361524478,10.18037427
3376049,0.28730319,-0.596769681,-0.658401489,56.80808513
3376187,4.570062411,1.186080932,0.071826048,44.08509874
3376303,0.103101155,0.752162018,0.767700195,20.63769917
3376852,0.96387393,1.271055097,1.063025534,9.072755614
3376894,0.254104178,0.172749837,0.082748413,0.070501342
3377174,0,0.509980559,0.509980559,0
3377276,4.328805307,2.509382961,2.680999994,80.43472969
3377277,3.242900118,2.523153862,1.417000055,59.44553566
3377634,0.554775553,-0.170836002,0.007034302,83.84891108
3377932,0,5.033210754,5.033210754,0
3378977,0,1.235534668,1.235534668,0
