0|iata_code|1|icao_code|2|name_eng|3|city_eng|4|country_eng|5|latitude|6|longitude
GLG|GLG|YGLE|YGLE|Glengyle|Glengyle|Glengyle|Glengyle|Australia|Australia|-24.799444|-24.799444|139.596944|139.596944
GLH|GLH|KGLH|KGLH|Greenville|Greenville|Greenville|Greenville|United States|United States|33.482881|33.482881|-90.985614|-90.985614
GLI|GLI|YGLI|YGLI|Glen Innes|Glen Innes|Glen Innes|Glen Innes|Australia|Australia|-29.675000|-29.675000|151.689444|151.689444
GLK|GLK|HCMR|HCMR|Galcaio|Galcaio|Galcaio|Galcaio|Ethiopia|Ethiopia|6.780833|6.780833|47.454722|47.454722
GLL|GLL|ENUK|ENUK|Klanten Arpt|Klanten Arpt|Gol|Gol|Norway|Norway|60.791389|60.791389|9.050556|9.050556
GLM|GLM|YGLO|YGLO|Glenormiston|Glenormiston|Glenormiston|Glenormiston|Australia|Australia|-22.883|-22.883|138.817|138.817
GLN|GLN|||Goulimime|Goulimime|Goulimime|Goulimime|Morocco|Morocco|29.026667|29.026667|-10.050278|-10.050278
GLO|GLO|EGBJ|EGBJ|Gloucestershire|Gloucestershire|Gloucester|Gloucester|United Kingdom|United Kingdom|51.894167|51.894167|-2.167222|-2.167222
GLP|GLP|||Gulgubip|Gulgubip|Gulgubip|Gulgubip|Papua New Guinea|Papua New Guinea|-5.283|-5.283|141.517|141.517
GLQ|GLQ|KHLX|KHLX|Glennallen|Glennallen|Glennallen|Glennallen|United States|United States|62.116666666667|62.116666666667|-145.55|-145.55
GLR|GLR|KGLR|KGLR|Otsego County|Otsego County|Gaylord|Gaylord|United States|United States|45.013639|45.013639|-84.703583|-84.703583
GLS|GLS|KGLS|KGLS|Scholes Field|Scholes Field|Galveston|Galveston|United States|United States|29.265333|29.265333|-94.860417|-94.860417
GLT|GLT|YGLA|YGLA|Gladstone|Gladstone|Gladstone|Gladstone|Australia|Australia|-23.869722|-23.869722|151.222778|151.222778
GLV|GLV|PAGL|PAGL|Golovin|Golovin|Golovin|Golovin|United States|United States|64.550455|64.550455|-163.007170|-163.007170
GLW|GLW|KGLW|KGLW|Municipal|Municipal|Glasgow|Glasgow|United States|United States|37.031778|37.031778|-85.953750|-85.953750
GLX|GLX|WAMA|WAMA|Galela|Galela|Galela|Galela|Indonesia|Indonesia|1.838333|1.838333|127.786389|127.786389
GLY|GLY|||Goldsworthy|Goldsworthy|Goldsworthy|Goldsworthy|Australia|Australia|-20.333|-20.333|119.500|119.500
GLZ|GLZ|EHGR|EHGR|Gilze-Rijen|Gilze-Rijen|Breda|Breda|Netherlands|Netherlands|51.567389|51.567389|4.931833|4.931833
GMA|GMA|FZFK|FZFK|Gemena|Gemena|Gemena|Gemena|Democratic Republic Of Congo|Democratic Republic Of Congo|3.235369|3.235369|19.771258|19.771258
GMB|GMB|HAGM|HAGM|Gambela|Gambela|Gambela|Gambela|Ethiopia|Ethiopia|8.128764|8.128764|34.563131|34.563131
GMC|GMC|||Guerima|Guerima|Guerima|Guerima|Colombia|Colombia|3.633|3.633|-71.167|-71.167
GME|GME|UMGG|UMGG|Gomel|Gomel|Gomel|Gomel|Belarus|Belarus|52.527022|52.527022|31.016692|31.016692
GMI|GMI|||Gasmata Island|Gasmata Island|Gasmata Island|Gasmata Island|Papua New Guinea|Papua New Guinea|-6.271111|-6.271111|150.330556|150.330556
GMM|GMM|FCOG|FCOG|Gamboma|Gamboma|Gamboma|Gamboma|Congo|Congo|-1.867|-1.867|15.867|15.867
GMN|GMN|NZGM|NZGM|Greymouth|Greymouth|Greymouth|Greymouth|New Zealand|New Zealand|-42.461667|-42.461667|171.190000|171.190000
GMR|GMR|NTGJ|NTGJ|Gambier Is|Gambier Is|Gambier Is|Gambier Is|French Polynesia|French Polynesia|-23.083333|-23.083333|-134.883333|-134.883333
GMS|GMS|SNGM|SNGM|Guimaraes|Guimaraes|Guimaraes|Guimaraes|Brazil|Brazil|-2.100277|-2.100277|-44.617222|-44.617222
GMT|GMT|PAGZ|PAGZ|Granite Mountain|Granite Mountain|Granite Mountain|Granite Mountain|United States|United States|65.402133|65.402133|-161.281475|-161.281475
GMU|GMU|KGMU|KGMU|Greenville Downtown|Greenville Downtown|Greenville|Greenville|United States|United States|34.847944|34.847944|-82.350000|-82.350000
GMV|GMV|||Monument Valley|Monument Valley|Monument Valley Gldngs|Monument Valley Gldngs|Papua New Guinea|Papua New Guinea|37.016667|37.016667|-110.200685|-110.200685
GMY|GMY|||Rheindahlen|Rheindahlen|Rheindahlen|Rheindahlen|Germany|Germany|51.15|51.15|6.3666666666667|6.3666666666667
GMZ|GMZ|GCGM|GCGM|La Gomera|La Gomera|San Sebas De La Gomera|San Sebas De La Gomera|Spain|Spain|28.029625|28.029625|-17.214600|-17.214600
GNA|GNA|UMMG|UMMG|Grodna|Grodna|Grodna|Grodna|Belarus|Belarus|53.601967|53.601967|24.053758|24.053758
GNB|GNB|LFLS|LFLS|Grenoble-isere Airport (St Geoirs)|Grenoble-isere Airport (St Geoirs)|Grenoble|Grenoble|France|France|45.363056|45.363056|5.332778|5.332778
GND|GND|TGPY|TGPY|Point Salines International|Point Salines International|St. Georges|St. Georges|Grenada|Grenada|12.004167|12.004167|-61.788056|-61.788056
GNE|GNE|||Ghent|Ghent|Ghent|Ghent|Belgium|Belgium|51.050|51.050|3.717|3.717
GNG|GNG|KGNG|KGNG|Gooding|Gooding|Gooding|Gooding|United States|United States|42.917167|42.917167|-114.765167|-114.765167
GNI|GNI|RCGI|RCGI|Green Island|Green Island|Green Island|Green Island|Taiwan|Taiwan|22.673853|22.673853|121.466481|121.466481
GNM|GNM|SNGI|SNGI|Guanambi|Guanambi|Guanambi|Guanambi|Brazil|Brazil|-14.208167|-14.208167|-42.746083|-42.746083
GNN|GNN|HAGH|HAGH|Ghinnir|Ghinnir|Ghinnir|Ghinnir|Ethiopia|Ethiopia|7.150|7.150|40.717|40.717
GNR|GNR|SAHR|SAHR|General Roca|General Roca|General Roca|General Roca|Argentina|Argentina|-39.000672|-39.000672|-67.620514|-67.620514
GNS|GNS|WIMB|WIMB|Binaka|Binaka|Gunungsitoli|Gunungsitoli|Indonesia|Indonesia|1.166381|1.166381|97.704681|97.704681
GNT|GNT|KGNT|KGNT|Milan|Milan|Grants|Grants|United States|United States|35.167278|35.167278|-107.902056|-107.902056
GNU|GNU|KGNU|KGNU|Goodnews Bay|Goodnews Bay|Goodnews Bay|Goodnews Bay|United States|United States|59.117417|59.117417|-161.577444|-161.577444
GNV|GNV|KGNV|KGNV|Gainesville Regional|Gainesville Regional|Gainesville|Gainesville|United States|United States|29.690056|29.690056|-82.271778|-82.271778
GNZ|GNZ|FBGZ|FBGZ|Ghanzi|Ghanzi|Ghanzi|Ghanzi|Botswana|Botswana|-21.692778|-21.692778|21.657500|21.657500
GOA|GOA|LIMJ|LIMJ|Cristoforo Colombo|Cristoforo Colombo|Genova|Genova|Italy|Italy|44.413333|44.413333|8.837500|8.837500
GOB|GOB|HAGB|HAGB|Goba|Goba|Goba|Goba|Ethiopia|Ethiopia|7.017|7.017|40.000|40.000
GOC|GOC|||Gora|Gora|Gora|Gora|Papua New Guinea|Papua New Guinea|-9.000|-9.000|148.233|148.233
GOE|GOE|||Gonalia|Gonalia|Gonalia|Gonalia|Papua New Guinea|Papua New Guinea|-5.533|-5.533|151.567|151.567
GOF|GOF|KGOF|KGOF|Goodfellow AFB|Goodfellow AFB|San Angelo|San Angelo|Italy|Italy|43.816666666667|43.816666666667|12.8|12.8
GOG|GOG|FYGB|FYGB|Gobabis|Gobabis|Gobabis|Gobabis|Namibia|Namibia|-22.504719|-22.504719|18.974722|18.974722
GOH|GOH|BGGH|BGGH|Nuuk|Nuuk|Nuuk|Nuuk|Greenland|Greenland|64.190922|64.190922|-51.678064|-51.678064
GOI|GOI|VAGO|VAGO|Dabolim|Dabolim|Goa|Goa|India|India|15.380833|15.380833|73.831422|73.831422
GOJ|GOJ|UWGG|UWGG|Strigino|Strigino|Nizhniy Novgorod|Nizhniy Novgorod|Russian Federation|Russian Federation|56.230119|56.230119|43.784042|43.784042
GOK|GOK|KGOK|KGOK|Guthrie|Guthrie|Guthrie|Guthrie|United States|United States|35.851250|35.851250|-97.416083|-97.416083
GOL|GOL|KGOL|KGOL|State|State|Gold Beach|Gold Beach|United States|United States|42.415298|42.415298|-124.424922|-124.424922
GOM|GOM|FZNA|FZNA|Goma|Goma|Goma|Goma|Democratic Republic Of Congo|Democratic Republic Of Congo|-1.670814|-1.670814|29.238464|29.238464
GON|GON|KGON|KGON|New London|New London|New London|New London|United States|United States|41.330056|41.330056|-72.045139|-72.045139
GOO|GOO|YGDI|YGDI|Goondiwindi|Goondiwindi|Goondiwindi|Goondiwindi|Australia|Australia|-28.521389|-28.521389|150.320278|150.320278
GOP|GOP|VEGK|VEGK|Gorakhpur|Gorakhpur|Gorakhpur|Gorakhpur|India|India|26.739708|26.739708|83.449708|83.449708
GOQ|GOQ|ZLGM|ZLGM|Golmud|Golmud|Golmud|Golmud|China|China|36.400000|36.400000|94.786111|94.786111
GOR|GOR|HAGR|HAGR|Gore|Gore|Gore|Gore|Ethiopia|Ethiopia|8.167|8.167|35.550|35.550
GOS|GOS|||Gosford|Gosford|Gosford|Gosford|Australia|Australia|-33.433|-33.433|151.350|151.350
GOT|GOT|ESGG|ESGG|Landvetter|Landvetter|Gothenburg|Gothenburg|Sweden|Sweden|57.662836|57.662836|12.279819|12.279819
GOU|GOU|FKKR|FKKR|Garoua|Garoua|Garoua|Garoua|Cameroon|Cameroon|9.335892|9.335892|13.370103|13.370103
GOV|GOV|YPGV|YPGV|Nhulunbuy|Nhulunbuy|Gove|Gove|Australia|Australia|-12.269444|-12.269444|136.818333|136.818333
GOY|GOY|VCCG|VCCG|Amparai|Amparai|Gal Oya|Gal Oya|Sri Lanka|Sri Lanka|7.337081|7.337081|81.625881|81.625881
GOZ|GOZ|LBGO|LBGO|Gorna Oriahovitsa|Gorna Oriahovitsa|Gorna Oriahovitsa|Gorna Oriahovitsa|Bulgaria|Bulgaria|43.151444|43.151444|25.712889|25.712889
GPA|GPA|LGRX|LGRX|Araxos Airport|Araxos Airport|Patras|Patras|Greece|Greece|38.151111|38.151111|21.425556|21.425556
GPB|GPB|SBGU|SBGU|Tancredo Thomaz Faria|Tancredo Thomaz Faria|Guarapuava|Guarapuava|Brazil|Brazil|-25.387461|-25.387461|-51.520172|-51.520172
GPI|GPI|SKGP|SKGP|Guapi|Guapi|Guapi|Guapi|Colombia|Colombia|2.570133|2.570133|-77.898600|-77.898600
GPL|GPL|MRGP|MRGP|Guapiles|Guapiles|Guapiles|Guapiles|Costa Rica|Costa Rica|10.217|10.217|-83.800|-83.800
GPN|GPN|YGPT|YGPT|Garden Point|Garden Point|Garden Point|Garden Point|Australia|Australia|-11.402500|-11.402500|130.421944|130.421944
GPO|GPO|SAZG|SAZG|General Pico|General Pico|General Pico|General Pico|Argentina|Argentina|-35.696183|-35.696183|-63.758286|-63.758286
GPS|GPS|SEGS|SEGS|Baltra|Baltra|Galapagos Is|Galapagos Is|Ecuador|Ecuador|-0.453758|-0.453758|-90.265914|-90.265914
GPT|GPT|KGPT|KGPT|Gulfport-Biloxi International|Gulfport-Biloxi International|Gulfport|Gulfport|United States|United States|30.407269|30.407269|-89.070097|-89.070097
GPZ|GPZ|KGPZ|KGPZ|Grand Rapids|Grand Rapids|Grand Rapids|Grand Rapids|United States|United States|47.209283|47.209283|-93.509944|-93.509944
GQJ|GQJ|||RAF Station|RAF Station|Machrihanish|Machrihanish|United Kingdom|United Kingdom|55.783333333333|55.783333333333|-6.4666666666667|-6.4666666666667
GQQ|GQQ|KGQQ|KGQQ|Galion|Galion|Galion|Galion|United States|United States|40.753389|40.753389|-82.723806|-82.723806
GRA|GRA|||Gamarra|Gamarra|Gamarra|Gamarra|Colombia|Colombia|8.233|8.233|-73.567|-73.567
GRB|GRB|KGRB|KGRB|Austin-straubel Field|Austin-straubel Field|Green Bay|Green Bay|United States|United States|44.484639|44.484639|-88.129722|-88.129722
GRC|GRC|||Grand Cess|Grand Cess|Grand Cess|Grand Cess|Liberia|Liberia|4.567|4.567|-8.217|-8.217
GRD|GRD|KGRD|KGRD|Greenwood|Greenwood|Greenwood|Greenwood|United States|United States|34.248722|34.248722|-82.159083|-82.159083
GRE|GRE|KGRE|KGRE|Municipal|Municipal|Greenville|Greenville|United States|United States|38.836158|38.836158|-89.378411|-89.378411
GRF|GRF|KGRF|KGRF|Gray Aaf|Gray Aaf|Tacoma|Tacoma|United States|United States|47.079222|47.079222|-122.580778|-122.580778
GRG|GRG|OAGZ|OAGZ|Gardez|Gardez|Gardez|Gardez|Afghanistan|Afghanistan|33.631661|33.631661|69.239172|69.239172
GRH|GRH|||Garuahi|Garuahi|Garuahi|Garuahi|Papua New Guinea|Papua New Guinea|-10.217|-10.217|150.467|150.467
GRI|GRI|KGRI|KGRI|Grand Island|Grand Island|Grand Island, NE|Grand Island, NE|United States|United States|40.967543|40.967543|-98.309639|-98.309639
GRJ|GRJ|FAGG|FAGG|George|George|George|George|South Africa|South Africa|-34.005553|-34.005553|22.378889|22.378889
GRK|GRK|KGRK|KGRK|Gray Aaf|Gray Aaf|Fort Hood, TX|Fort Hood, TX|United States|United States|31.067250|31.067250|-97.828917|-97.828917
GRL|GRL|||Garasa|Garasa|Garasa|Garasa|Papua New Guinea|Papua New Guinea|-7.950|-7.950|147.183|147.183
GRM|GRM|KCKC|KCKC|Devils Track|Devils Track|Grand Marais|Grand Marais|United States|United States|47.838333|47.838333|-90.382944|-90.382944
GRN|GRN|KGRN|KGRN|Gordon|Gordon|Gordon|Gordon|United States|United States|42.805972|42.805972|-102.175250|-102.175250
GRO|GRO|LEGE|LEGE|Girona-Costa Brava|Girona-Costa Brava|Gerona|Gerona|Spain|Spain|41.900969|41.900969|2.760547|2.760547
GRP|GRP|SWGI|SWGI|Gurupi|Gurupi|Gurupi|Gurupi|Brazil|Brazil|-11.739625|-11.739625|-49.132186|-49.132186
GRQ|GRQ|EHGG|EHGG|Eelde|Eelde|Groningen|Groningen|Netherlands|Netherlands|53.119720|53.119720|6.579444|6.579444
GRR|GRR|KGRR|KGRR|Kent County Intl|Kent County Intl|Grand Rapids|Grand Rapids|United States|United States|42.880833|42.880833|-85.522806|-85.522806
GRS|GRS|LIRS|LIRS|Baccarini|Baccarini|Grosseto|Grosseto|Italy|Italy|42.759747|42.759747|11.071897|11.071897
GRT|GRT|||Gujrat|Gujrat|Gujrat|Gujrat|Pakistan|Pakistan|32.567|32.567|74.083|74.083
GRU|GRU|SBGR|SBGR|Guarulhos Intl|Guarulhos Intl|Sao Paulo|Sao Paulo|Brazil|Brazil|-23.432075|-23.432075|-46.469511|-46.469511
GRV|GRV|URMG|URMG|Groznyj|Groznyj|Groznyj|Groznyj|Russian Federation|Russian Federation|43.388056|43.388056|45.699444|45.699444
GRW|GRW|LPGR|LPGR|Graciosa Island|Graciosa Island|Graciosa Island|Graciosa Island|Portugal|Portugal|39.092169|39.092169|-28.029847|-28.029847
GRX|GRX|LEGR|LEGR|Granada|Granada|Granada|Granada|Spain|Spain|37.188731|37.188731|-3.777356|-3.777356
GRY|GRY|BIGR|BIGR|Grimsey|Grimsey|Grimsey|Grimsey|Iceland|Iceland|66.554722|66.554722|-18.017500|-18.017500
GRZ|GRZ|LOWG|LOWG|Thalerhof|Thalerhof|Graz|Graz|Austria|Austria|46.991067|46.991067|15.439628|15.439628
GSA|GSA|WBKN|WBKN|Long Pasia|Long Pasia|Long Pasia|Long Pasia|Malaysia|Malaysia|4.409444|4.409444|115.718889|115.718889
GSB|GSB|KGSB|KGSB|Seymour Johnson AFB|Seymour Johnson AFB|Goldsboro|Goldsboro|United States|United States|35.339385|35.339385|-77.960592|-77.960592
GSC|GSC|YGSC|YGSC|Gascoyne Junction|Gascoyne Junction|Gascoyne Junction|Gascoyne Junction|Australia|Australia|-25.054444|-25.054444|115.202500|115.202500
GSE|GSE|ESGP|ESGP|Gothenburg City Airport|Gothenburg City Airport|Gothenburg|Gothenburg|Sweden|Sweden|57.774722|57.774722|11.870372|11.870372
GSH|GSH|KGSH|KGSH|Goshen|Goshen|Goshen|Goshen|United States|United States|41.526264|41.526264|-85.794162|-85.794162
GSI|GSI|||Guadalcanal|Guadalcanal|Guadalcanal|Guadalcanal|Solomon Islands|Solomon Islands|-9.533|-9.533|160.200|160.200
GSL|GSL|SAZV|SAZV|Taltheilei Narrows|Taltheilei Narrows|Taltheilei Narrows|Taltheilei Narrows|Canada|Canada|62.595833333333|62.595833333333|111.54166666667|111.54166666667
GSM|GSM|OIKQ|OIKQ|Gheshm|Gheshm|Gheshm|Gheshm|Iran|Iran|26.754639|26.754639|55.902353|55.902353
GSN|GSN|YMGN|YMGN|Mount Gunson|Mount Gunson|Mount Gunson|Mount Gunson|Australia|Australia|-31.459722|-31.459722|137.173889|137.173889
GSO|GSO|KGSO|KGSO|Piedmont Triad Intl|Piedmont Triad Intl|High Point|High Point|United States|United States|36.101326|36.101326|-79.941123|-79.941123
GSP|GSP|KGSP|KGSP|Greenville Spartanbur Int&#039;l Airport|Greenville Spartanbur Int&#039;l Airport|Greenville|Greenville|United States|United States|34.895667|34.895667|-82.218861|-82.218861
GSQ|GSQ|HEOW|HEOW|Shark Elowainat|Shark Elowainat|Shark Elowainat|Shark Elowainat|Egypt|Egypt|22.585672|22.585672|28.716642|28.716642
GSR|GSR|HCMG|HCMG|Gardo|Gardo|Gardo|Gardo|Ethiopia|Ethiopia|9.543056|9.543056|49.117778|49.117778
GSS|GSS|||Sabi Sabi|Sabi Sabi|Sabi Sabi|Sabi Sabi|South Africa|South Africa|-25.083|-25.083|30.783|30.783
GST|GST|PAGS|PAGS|Gustavus Arpt|Gustavus Arpt|Gustavus|Gustavus|United States|United States|58.425278|58.425278|-135.707417|-135.707417
GSU|GSU|HSGF|HSGF|Gedaref|Gedaref|Gedaref|Gedaref|Sudan|Sudan|14.133|14.133|35.317|35.317
GSY|GSY|EGXB|EGXB|Binbrook|Binbrook|Grimsby|Grimsby|United Kingdom|United Kingdom|53.446667|53.446667|-0.210000|-0.210000
GTA|GTA|||Gatokae Aerodrom|Gatokae Aerodrom|Gatokae|Gatokae|Solomon Islands|Solomon Islands|-8.750|-8.750|158.200|158.200
GTB|GTB|||Genting|Genting|Genting|Genting|Malaysia|Malaysia|3.700|3.700|98.167|98.167
GTC|GTC|||Green Turtle|Green Turtle|Green Turtle|Green Turtle|Bahamas|Bahamas|26.783|26.783|-77.333|-77.333
GTE|GTE|YGTE|YGTE|Alyangula|Alyangula|Groote Eylandt|Groote Eylandt|Australia|Australia|-13.975000|-13.975000|136.460000|136.460000
GTF|GTF|KGTF|KGTF|International|International|Great Falls|Great Falls|United States|United States|47.482654|47.482654|-111.370610|-111.370610
GTG|GTG|KGTG|KGTG|Municipal|Municipal|Grantsburg|Grantsburg|United States|United States|45.798065|45.798065|-92.664349|-92.664349
GTI|GTI|EDCG|EDCG|Guettin|Guettin|Guettin|Guettin|Germany|Germany|54.383333|54.383333|13.325278|13.325278
GTK|GTK|||Sungei Tekai|Sungei Tekai|Sungei Tekai|Sungei Tekai|Malaysia|Malaysia|2.600|2.600|102.917|102.917
GTN|GTN|NZGT|NZGT|Glentanner|Glentanner|Mount Cook|Mount Cook|New Zealand|New Zealand|-43.901666666667|-43.901666666667|170.11833333333|170.11833333333
GTO|GTO|WAMG|WAMG|Tolotio|Tolotio|Gorontalo|Gorontalo|Indonesia|Indonesia|0.637119|0.637119|122.849858|122.849858
GTR|GTR|KGTR|KGTR|Golden Triangle Reg.|Golden Triangle Reg.|Columbus|Columbus|United States|United States|33.450333|33.450333|-88.591361|-88.591361
GTS|GTS|YGDW|YGDW|Granites|Granites|Granites|Granites|Australia|Australia|-26.950|-26.950|133.600|133.600
GTT|GTT|YGTN|YGTN|Georgetown|Georgetown|Georgetown|Georgetown|Australia|Australia|-18.305000|-18.305000|143.530000|143.530000
GTW|GTW|LKHO|LKHO|Holesov|Holesov|Zlin|Zlin|Czech Republic|Czech Republic|49.317|49.317|17.567|17.567
GTY|GTY|KGTY|KGTY|Gettysburg|Gettysburg|Gettysburg|Gettysburg|United States|United States|39.841308|39.841308|-77.274650|-77.274650
GUA|GUA|MGGT|MGGT|La Aurora|La Aurora|Guatemala City|Guatemala City|Guatemala|Guatemala|14.583272|14.583272|-90.527475|-90.527475
GUB|GUB|MMGR|MMGR|Guerrero Negro|Guerrero Negro|Guerrero Negro|Guerrero Negro|Mexico|Mexico|28.026069|28.026069|-114.024006|-114.024006
GUC|GUC|KGUC|KGUC|Gunnison|Gunnison|Gunnison|Gunnison|United States|United States|38.533944|38.533944|-106.933028|-106.933028
GUD|GUD|GAGM|GAGM|Goundam|Goundam|Goundam|Goundam|Mali|Mali|16.361389|16.361389|-3.599722|-3.599722
GUE|GUE|||Guriaso|Guriaso|Guriaso|Guriaso|Papua New Guinea|Papua New Guinea|-3.583|-3.583|141.583|141.583
GUF|GUF|KJKA|KJKA|Edwards|Edwards|Gulf Shores|Gulf Shores|United States|United States|30.289639|30.289639|-87.671778|-87.671778
GUG|GUG|||Guari|Guari|Guari|Guari|Papua New Guinea|Papua New Guinea|-8.117|-8.117|146.850|146.850
GUH|GUH|YGDH|YGDH|Gunnedah|Gunnedah|Gunnedah|Gunnedah|Australia|Australia|-30.961111|-30.961111|150.250556|150.250556
GUI|GUI|SVGI|SVGI|Guiria|Guiria|Guiria|Guiria|Venezuela|Venezuela|10.574078|10.574078|-62.312667|-62.312667
GUJ|GUJ|SBGW|SBGW|Guaratingueta|Guaratingueta|Guaratingueta|Guaratingueta|Brazil|Brazil|-22.791608|-22.791608|-45.204778|-45.204778
GUL|GUL|YGLB|YGLB|Goulburn|Goulburn|Goulburn|Goulburn|Australia|Australia|-34.810278|-34.810278|149.726389|149.726389
GUN|GUN|KGUN|KGUN|Gunter AFB|Gunter AFB|Montgomery|Montgomery|United Kingdom|United Kingdom|51.066666666667|51.066666666667|-1.1666666666667|-1.1666666666667
GUO|GUO|||Gualaco|Gualaco|Gualaco|Gualaco|Honduras|Honduras|15.000|15.000|-86.050|-86.050
GUP|GUP|KGUP|KGUP|Senator Clark|Senator Clark|Gallup|Gallup|United States|United States|35.511058|35.511058|-108.789309|-108.789309
GUQ|GUQ|SVGU|SVGU|Guanare|Guanare|Guanare|Guanare|Venezuela|Venezuela|9.026944|9.026944|-69.755150|-69.755150
GUR|GUR|AYGN|AYGN|Gurney|Gurney|Alotau|Alotau|Papua New Guinea|Papua New Guinea|-10.311531|-10.311531|150.333756|150.333756
GUS|GUS|KGUS|KGUS|Grissom Afb|Grissom Afb|Peru, Indiana|Peru, Indiana|United States|United States|40.648094|40.648094|-86.152119|-86.152119
GUT|GUT|ETUO|ETUO|Guetersloh|Guetersloh|Guetersloh|Guetersloh|Germany|Germany|51.922833|51.922833|8.306333|8.306333
GUU|GUU|BIGF|BIGF|Grundarfjordur|Grundarfjordur|Grundarfjordur|Grundarfjordur|Iceland|Iceland|64.991389|64.991389|-23.224722|-23.224722
GUV|GUV|||Mougulu|Mougulu|Mougulu|Mougulu|Papua New Guinea|Papua New Guinea|-6.267|-6.267|142.417|142.417
GUW|GUW|UATG|UATG|Atyrau International|Atyrau International|Atyrau|Atyrau|Kazakhstan|Kazakhstan|47.121944|47.121944|51.821389|51.821389
GUX|GUX|VAGN|VAGN|Guna|Guna|Guna|Guna|India|India|24.654681|24.654681|77.347347|77.347347
GUY|GUY|KGUY|KGUY|Guymon|Guymon|Guymon|Guymon|United States|United States|36.685072|36.685072|-101.507782|-101.507782
GUZ|GUZ|LLAZ|LLAZ|Guarapari|Guarapari|Guarapari|Guarapari|Brazil|Brazil|-20.666666666667|-20.666666666667|-40.5|-40.5
GVA|GVA|LSGG|LSGG|Geneve-cointrin|Geneve-cointrin|Geneva|Geneva|Switzerland|Switzerland|46.238064|46.238064|6.108950|6.108950
GVE|GVE|KGVE|KGVE|Municipal|Municipal|Gordonsville|Gordonsville|United States|United States|38.155996|38.155996|-78.165780|-78.165780
GVI|GVI|||Green River|Green River|Green River|Green River|Papua New Guinea|Papua New Guinea|-3.901389|-3.901389|141.177499|141.177499
GVL|GVL|KGVL|KGVL|Lee Gilmer Memorial|Lee Gilmer Memorial|Gainesville|Gainesville|United States|United States|34.272627|34.272627|-83.830223|-83.830223
GVP|GVP|YGNV|YGNV|Greenvale|Greenvale|Greenvale|Greenvale|Australia|Australia|-18.996667|-18.996667|145.014444|145.014444
GVR|GVR|SBGV|SBGV|Governador Valadares|Governador Valadares|Governador Valadares|Governador Valadares|Brazil|Brazil|-18.895236|-18.895236|-41.982214|-41.982214
GVT|GVT|KGVT|KGVT|Majors Field|Majors Field|Greenville|Greenville|United States|United States|33.067839|33.067839|-96.065332|-96.065332
GVW|GVW|YPGV|YPGV|Richards-Gebaur|Richards-Gebaur|Grandview|Grandview|United States|United States|38.883333333333|38.883333333333|-94.533333333333|-94.533333333333
GVX|GVX|ESSK|ESSK|Sandviken|Sandviken|Gavle|Gavle|Sweden|Sweden|60.593333|60.593333|16.951389|16.951389
GWA|GWA|VYGW|VYGW|Gwa|Gwa|Gwa|Gwa|Myanmar|Myanmar|17.600|17.600|94.583|94.583
GWD|GWD|OPGD|OPGD|Gwadar|Gwadar|Gwadar|Gwadar|Pakistan|Pakistan|25.233308|25.233308|62.329494|62.329494
GWE|GWE|FVTL|FVTL|Gweru|Gweru|Gweru|Gweru|Zimbabwe|Zimbabwe|-19.436394|-19.436394|29.861911|29.861911
GWL|GWL|VIGR|VIGR|Gwalior|Gwalior|Gwalior|Gwalior|India|India|26.293336|26.293336|78.227753|78.227753
GWN|GWN|||Gnarowein|Gnarowein|Gnarowein|Gnarowein|Papua New Guinea|Papua New Guinea|-6.567|-6.567|146.250|146.250
GWO|GWO|KGWO|KGWO|Leflore|Leflore|Greenwood|Greenwood|United States|United States|33.494327|33.494327|-90.084705|-90.084705
GWS|GWS|KGWS|KGWS|Glenwood Springs|Glenwood Springs|Glenwood Springs|Glenwood Springs|United States|United States|39.506000|39.506000|-107.309083|-107.309083
GWT|GWT|EDXW|EDXW|Westerland - Sylt|Westerland - Sylt|Westerland|Westerland|Germany|Germany|54.913250|54.913250|8.340472|8.340472
GWV|GWV|KGWV|KGWV|Glendale|Glendale|Glendale|Glendale|Zimbabwe|Zimbabwe|39.948685|39.948685|-80.759530|-80.759530
GWW|GWW|||Raf Gatow|Raf Gatow|Berlin|Berlin|Germany|Germany|52.474444444444|52.474444444444|13.138055555556|13.138055555556
